deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,QuatW,QuatX,QuatY,QuatZ,OrX,OrY,OrZ,GyX,GyY,GyZ
50,-0.15,-0.07,-0.39,-0.10,-0.24,9.80,0.96533,-0.01086,0.00830,-0.26056,30.19,-0.56,1.44,0.00,-0.00,0.08
50,-0.11,-0.06,-0.40,-0.10,-0.25,9.80,0.96600,-0.01093,0.00854,-0.25818,29.94,-0.56,1.44,0.00,-0.00,0.09
50,-0.17,-0.05,-0.40,-0.11,-0.25,9.80,0.96631,-0.01093,0.00873,-0.25708,29.75,-0.63,1.44,0.01,0.00,0.06
50,-0.16,-0.08,-0.40,-0.11,-0.25,9.80,0.96674,-0.01099,0.00897,-0.25543,29.56,-0.63,1.44,0.00,-0.00,0.06
50,-0.13,-0.06,-0.42,-0.11,-0.25,9.80,0.96710,-0.01099,0.00916,-0.25397,29.37,-0.69,1.44,-0.00,-0.00,0.06
50,-0.11,-0.05,-0.41,-0.12,-0.25,9.80,0.96741,-0.01105,0.00934,-0.25281,29.25,-0.69,1.44,0.01,0.00,0.04
50,-0.11,-0.06,-0.42,-0.12,-0.25,9.80,0.96765,-0.01105,0.00952,-0.25195,29.19,-0.69,1.50,0.00,0.00,0.03
50,-0.12,-0.07,-0.42,-0.12,-0.25,9.80,0.96777,-0.01111,0.00970,-0.25140,29.12,-0.75,1.50,-0.00,0.00,0.03
50,-0.12,-0.06,-0.40,-0.13,-0.26,9.80,0.96802,-0.01117,0.00989,-0.25055,29.00,-0.75,1.50,0.00,0.00,0.04
50,-0.12,-0.05,-0.41,-0.13,-0.26,9.80,0.96838,-0.01117,0.01007,-0.24908,28.81,-0.75,1.50,0.00,0.00,0.05
50,-0.08,-0.06,-0.42,-0.13,-0.26,9.80,0.96875,-0.01117,0.01019,-0.24750,28.62,-0.81,1.50,0.00,-0.00,0.06
50,-0.11,-0.05,-0.41,-0.14,-0.26,9.80,0.96912,-0.01123,0.01038,-0.24622,28.50,-0.81,1.50,0.01,0.01,0.08
50,-0.11,-0.06,-0.43,-0.14,-0.26,9.80,0.96954,-0.01123,0.01050,-0.24451,28.25,-0.81,1.50,0.01,0.00,0.03
50,-0.09,-0.06,-0.38,-0.14,-0.26,9.80,0.96979,-0.01129,0.01068,-0.24347,28.12,-0.81,1.50,0.00,0.00,0.06
50,-0.11,-0.04,-0.39,-0.15,-0.26,9.80,0.96997,-0.01129,0.01074,-0.24274,28.06,-0.88,1.50,0.00,-0.00,0.01
50,-0.10,-0.06,-0.41,-0.15,-0.26,9.80,0.97003,-0.01135,0.01086,-0.24237,28.00,-0.88,1.50,0.00,-0.00,0.02
50,-0.08,-0.05,-0.41,-0.15,-0.26,9.80,0.97009,-0.01135,0.01099,-0.24213,28.00,-0.88,1.56,0.00,0.00,0.02
50,-0.08,-0.06,-0.45,-0.15,-0.26,9.80,0.97021,-0.01141,0.01111,-0.24176,27.94,-0.88,1.56,0.00,0.00,0.01
50,-0.09,-0.05,-0.41,-0.15,-0.27,9.80,0.97021,-0.01141,0.01123,-0.24176,27.94,-0.88,1.56,-0.00,-0.00,0.01
50,-0.10,-0.04,-0.38,-0.16,-0.27,9.80,0.97028,-0.01141,0.01129,-0.24139,27.94,-0.94,1.56,-0.00,0.00,0.03
50,-0.09,-0.04,-0.42,-0.16,-0.27,9.80,0.97046,-0.01141,0.01129,-0.24078,27.87,-0.94,1.56,0.01,0.00,0.02
50,-0.07,-0.03,-0.42,-0.16,-0.27,9.80,0.97058,-0.01141,0.01129,-0.24023,27.81,-0.94,1.56,0.00,-0.00,0.02
50,-0.10,-0.05,-0.41,-0.16,-0.27,9.80,0.97064,-0.01141,0.01129,-0.23987,27.75,-0.94,1.56,-0.00,-0.01,0.03
50,-0.08,-0.05,-0.42,-0.16,-0.27,9.80,0.97083,-0.01141,0.01135,-0.23926,27.69,-0.94,1.56,0.00,0.00,0.03
50,-0.07,-0.05,-0.41,-0.16,-0.27,9.80,0.97113,-0.01141,0.01135,-0.23792,27.56,-0.94,1.56,0.01,0.00,0.07
50,-0.09,-0.05,-0.40,-0.16,-0.26,9.80,0.97137,-0.01141,0.01135,-0.23688,27.37,-0.94,1.56,0.00,0.00,0.03
50,-0.10,-0.05,-0.39,-0.16,-0.26,9.80,0.97162,-0.01135,0.01135,-0.23608,27.31,-0.94,1.56,0.00,0.00,0.03
50,-0.10,-0.05,-0.39,-0.16,-0.26,9.80,0.97174,-0.01135,0.01135,-0.23541,27.19,-0.94,1.56,-0.00,-0.00,0.02
50,-0.09,-0.04,-0.41,-0.16,-0.26,9.80,0.97186,-0.01135,0.01135,-0.23505,27.19,-0.94,1.56,0.00,-0.00,0.01
50,-0.10,-0.02,-0.37,-0.16,-0.26,9.80,0.97192,-0.01135,0.01135,-0.23480,27.12,-0.94,1.56,0.00,0.00,0.02
50,-0.08,-0.05,-0.40,-0.16,-0.26,9.80,0.97198,-0.01135,0.01141,-0.23450,27.12,-0.94,1.56,0.00,0.00,0.01
50,-0.08,-0.04,-0.41,-0.16,-0.26,9.80,0.97198,-0.01135,0.01141,-0.23444,27.06,-0.94,1.56,0.00,0.00,0.01
50,-0.08,-0.05,-0.39,-0.16,-0.26,9.80,0.97205,-0.01135,0.01141,-0.23419,27.06,-0.94,1.56,0.00,0.00,0.01
50,-0.09,-0.05,-0.41,-0.16,-0.26,9.80,0.97217,-0.01135,0.01141,-0.23383,27.00,-0.94,1.56,0.00,0.00,0.01
50,-0.08,-0.04,-0.39,-0.16,-0.26,9.80,0.97223,-0.01135,0.01141,-0.23340,27.00,-0.94,1.56,0.00,0.00,0.02
50,-0.06,-0.03,-0.43,-0.16,-0.26,9.80,0.97235,-0.01135,0.01141,-0.23303,26.94,-0.94,1.56,0.01,-0.00,0.02
50,-0.08,-0.05,-0.43,-0.16,-0.26,9.80,0.97235,-0.01135,0.01141,-0.23291,26.94,-0.94,1.56,0.01,0.00,0.01
50,-0.09,-0.06,-0.40,-0.16,-0.26,9.80,0.97241,-0.01135,0.01141,-0.23285,26.94,-0.94,1.56,-0.00,0.00,0.01
50,-0.11,-0.06,-0.42,-0.16,-0.26,9.80,0.97241,-0.01135,0.01141,-0.23260,26.87,-0.94,1.56,0.00,0.00,0.01
