deltat,AcX,AcY,AcZ,GyX,GyY,GyZ,
23,-16080,-10008,13772,-4032,2399,-703,
21,-11916,-11396,15284,-4032,2161,305,
20,-11548,-10672,17320,-4064,-937,-7299,
22,-12860,-10820,13684,-4016,4103,-11057,
20,-13048,-10480,13340,-4016,3176,-9271,
21,-8996,-10172,13276,-4016,-500,-6302,
20,-6748,-9220,13316,-4016,2011,-6506,
21,-7944,-7792,12920,-4032,-1894,-7322,
20,-10544,-5652,9692,-4000,-943,-3122,
22,-9276,-4960,11220,-4032,2729,-100,
20,-8416,-4376,12116,-4032,-739,1614,
21,-9536,-3676,11812,-4032,-1396,3403,
20,-9784,-3300,12964,-4032,2367,4190,
24,-8492,-3980,14688,-4032,1644,3644,
20,-9400,-4332,13936,-4016,1753,2578,
22,-11752,-4592,14652,-4048,775,3907,
20,-9020,-5596,14652,-4016,3898,4941,
21,-5040,-7232,18504,-4032,5052,1099,
20,-9544,-6556,16800,-4064,-1883,-2593,
21,-10412,-7016,15076,-4032,-1127,584,
20,-7480,-7428,18168,-4016,2221,-3722,
22,-5828,-7540,17816,-4048,-378,-9011,
21,-9776,-6548,13448,-4016,108,-12815,
21,-10200,-6040,13084,-4048,475,-10267,
20,-7700,-6332,11868,-4016,-249,-10043,
22,-6572,-5788,12872,-4048,-4836,-8573,
23,-4948,-5304,11752,-4032,-8009,-7306,
21,-5088,-4564,10632,-4032,-5788,-8061,
20,-4568,-4084,9308,-4000,-2119,-5461,
21,-3312,-3640,9188,-4000,1045,-6241,
20,-1300,-3616,9396,-4048,-2346,-2484,
22,80,-3472,8504,-4048,-2225,-1388,
20,808,-3604,10288,-4016,-954,-608,
21,-1780,-3280,8072,-4016,-364,951,
20,-2220,-3628,7452,-4016,1335,7649,
20,-2320,-4260,8584,-4048,186,13908,
21,-2196,-4644,11200,-4016,-278,17528,
21,-6016,-4504,12560,-4032,-280,17243,
21,-9464,-4572,12768,-4032,769,19775,
24,-10840,-5276,15472,-4032,-1637,22723,
20,-10100,-5636,18108,-4048,-262,19930,
20,-10532,-5664,19316,-4000,-635,16826,
21,-10712,-5832,20840,-4048,-607,11764,
20,-12288,-5740,20632,-4048,-914,6447,
21,-11532,-5568,20984,-4032,1249,1760,
20,-11768,-5272,21028,-4016,-245,-5173,
21,-11896,-5240,19252,-4032,-1791,-9016,
20,-11968,-4936,17688,-4032,-144,-12620,
21,-11092,-4808,16696,-4016,-434,-15428,
20,-10508,-4624,14776,-4032,-905,-16851,
21,-10520,-5296,12924,-4016,3301,-20590,
23,-11756,-6120,9340,-4016,5860,-19264,
23,-9308,-7168,8756,-4000,861,-12427,
20,-5416,-8124,8996,-4000,-2397,-5847,
21,-5208,-7484,9936,-4016,-2654,-6277,
20,-7932,-7880,8828,-4032,2106,-6776,
21,-8916,-8536,6996,-4048,6673,-3329,
20,-6296,-10040,8240,-4016,4777,4185,
21,-7764,-9944,8764,-4032,-2838,8208,
20,-7940,-9684,10464,-4048,-2412,12968,
21,-7384,-9620,12620,-4032,2190,9479,
20,-9216,-9444,13228,-4016,2058,7609,
21,-11168,-8804,11692,-4016,1540,10185,
20,-10612,-8304,14220,-4032,-22,12238,
24,-11076,-7144,15308,-4016,-3194,10081,
20,-11156,-6092,15120,-4032,701,8853,
21,-10204,-5760,16256,-4032,4096,5613,
21,-12684,-4868,14404,-4032,-627,4004,
21,-13644,-4388,13292,-4032,437,5315,
22,-12444,-3864,15328,-4032,-61,4662,
21,-9332,-3812,15616,-4048,583,2703,
20,-9836,-3552,15420,-4016,913,-1674,
21,-11164,-2972,13100,-4016,1465,-2931,
21,-8956,-3392,13452,-4016,2633,-1522,
21,-8308,-3568,13224,-4032,221,-2662,
20,-7260,-3676,12636,-4064,201,-1498,
21,-6624,-3872,12536,-4032,521,-1787,
23,-8052,-3820,11184,-4048,986,-3030,
21,-10280,-3876,9120,-4048,2453,1482,
21,-9204,-4692,10072,-4016,2361,5352,
21,-7908,-5520,11848,-4000,1716,8293,
20,-10236,-5940,11368,-4032,762,7870,
22,-10596,-6772,12596,-4016,6536,7987,
21,-12416,-7748,13080,-4032,2608,8367,
21,-11400,-8436,12792,-4032,6150,9477,
20,-11124,-9072,15776,-4032,3232,10336,
20,-10996,-9316,16524,-4016,1548,6767,
21,-11488,-9096,16856,-4016,4751,4226,
21,-11508,-9464,17376,-3984,5637,-1024,
21,-14324,-8916,15180,-4032,3433,-3301,
24,-13540,-8736,14916,-4032,4281,-3035,
20,-11016,-8660,16144,-4048,2775,-4299,
20,-10580,-8044,15252,-4016,1793,-8677,
21,-10728,-7392,13192,-4016,2966,-8868,
21,-9872,-6792,12836,-4016,1914,-8707,
21,-9476,-5828,11628,-4016,721,-7407,
20,-8388,-5084,11492,-4016,733,-4400,
21,-8012,-4620,11348,-4032,-1162,-3873,
20,-7588,-3892,11152,-4032,39,-1277,
21,-6256,-3820,11912,-4032,1549,-1423,
21,-6316,-3836,12168,-4032,1244,-2055,
21,-7284,-3764,10868,-4032,2139,-1014,
20,-6220,-4232,11840,-4032,2359,737,
24,-5424,-4748,12760,-4048,724,664,
20,-6320,-5284,11424,-4016,1265,266,
21,-7260,-5668,12368,-4032,2132,398,
20,-7636,-6508,11640,-4000,2262,639,
22,-7312,-7220,11908,-4032,2438,1742,
20,-6868,-8152,11780,-4032,1312,2804,
21,-7464,-8496,12272,-4000,1750,2704,
20,-8024,-8908,12088,-4016,2748,2593,
21,-7752,-9576,12728,-4016,1588,3084,
22,-7308,-9724,12628,-4000,1227,3057,
21,-7476,-9692,13256,-4048,102,2888,
20,-8580,-9284,12660,-4048,-1258,2848,
21,-7940,-8900,13172,-4016,-722,4301,
23,-8136,-8536,14584,-4048,-3746,3148,
21,-11056,-7060,11964,-4016,-2163,2269,
21,-9668,-6956,13020,-4064,-345,5122,
21,-8928,-6420,14352,-4032,-5474,5773,
20,-8188,-5892,13764,-4032,-4385,5525,
21,-8032,-5640,15724,-4048,-633,3134,
20,-10248,-5404,14488,-4016,-3670,1058,
22,-11220,-5276,12984,-4000,-1566,4499,
20,-9072,-6256,15576,-4032,-4405,7314,
21,-10064,-5644,15752,-4032,-9757,6770,
20,-11280,-4956,16168,-4048,-7232,5122,
21,-9628,-5092,16968,-3984,-462,513,
20,-10320,-5396,15704,-4016,1068,-5156,
25,-11880,-4852,14228,-4064,-2663,-4009,
20,-9316,-5356,14476,-4048,-1631,-4289,
21,-9104,-5372,14688,-4032,-5154,-6671,
20,-8192,-5716,13968,-4048,-2478,-8717,
21,-6736,-6112,13200,-4016,3912,-12338,
21,-5484,-6488,12092,-4032,1125,-11664,
21,-5472,-6104,9660,-4032,1092,-10718,
20,-4980,-5724,10568,-4000,-611,-7074,
21,-4496,-5212,9224,-4080,-301,-7395,
20,-5316,-4876,8696,-4016,2469,-6424,
20,-5076,-4852,8536,-4048,734,-1310,
22,-4040,-5224,8516,-4048,1364,651,
24,-5596,-5368,9140,-4032,744,4067,
21,-5416,-5988,9636,-4048,545,8487,
21,-6364,-6476,10608,-4016,2952,8965,
20,-7428,-6924,12184,-4064,2065,9834,
20,-7992,-7624,13080,-4032,-284,11855,
21,-7236,-8012,15036,-4016,376,11177,
20,-7292,-8512,16876,-4000,-742,9883,
21,-9616,-8380,16540,-4016,-1111,6966,
20,-10668,-8236,17024,-4032,-1474,6759,
21,-9672,-8400,19092,-4016,-1521,3617,
20,-11004,-8408,18504,-4000,-2714,-1424,
21,-13308,-8192,16632,-4032,476,-5151,
20,-13952,-8176,15924,-4016,-674,-5871,
24,-11668,-9128,16036,-4016,-1262,-7938,
20,-11384,-9148,14772,-4016,-2515,-9604,
21,-8668,-9680,14804,-4032,-2701,-9402,
20,-8496,-9388,13860,-4016,-1527,-13126,
21,-9776,-8908,11520,-4000,-1977,-12696,
20,-10308,-8440,9576,-4016,-2418,-8906,
21,-9840,-7880,9116,-4032,-2455,-5380,
20,-8476,-7424,9776,-4032,-2440,-1795,
22,-7824,-7084,9828,-4016,-2933,-871,
20,-7188,-6984,10580,-4032,815,-1566,
21,-8132,-6936,9348,-4048,2125,-845,
20,-6276,-7192,9064,-4032,2748,3280,
21,-6940,-6828,11588,-4016,-5121,4874,
23,-8184,-6292,10888,-4032,-4325,5003,
21,-8576,-6188,11908,-4032,2198,562,
20,-6872,-7120,10924,-4016,4723,-130,
21,-7136,-7188,10532,-4016,3939,285,
20,-6632,-7196,10972,-4048,681,3381,
23,-6992,-6752,11960,-4064,-3581,4491,
20,-6324,-6512,13076,-4048,-79,1385,
21,-11396,-5324,11580,-4016,320,-2267,
20,-8140,-6112,11012,-4016,1988,2676,
21,-6084,-6440,13300,-4016,1068,1709,
21,-7124,-5724,12512,-4000,-1788,-233,
21,-8468,-5380,13072,-4032,-810,-410,
20,-8796,-5400,12452,-4032,2153,-3780,
24,-14020,-5460,10504,-4064,44,-1567,
20,-14004,-6392,10892,-4048,1187,5323,
21,-7944,-8800,16048,-4048,-600,6749,
21,-6340,-10124,16460,-4016,-3143,3932,
21,-14344,-9760,14484,-4032,-8828,-1082,
20,-20308,-9452,11036,-4032,-5598,2568,
20,-10956,-11308,14736,-4032,-1413,4626,
21,-4748,-12044,19564,-4048,-2593,-5519,
21,-10540,-11232,12732,-4016,-2784,-14230,
21,-15196,-10960,8728,-4032,-2025,-7277,
20,-10004,-11264,10844,-4032,-1293,-3303,
21,-8048,-10744,12036,-4032,-709,-5616,
20,-10632,-9572,7884,-4048,5394,-8921,
24,-10348,-9296,7632,-4048,5440,-2697,
21,-7260,-8748,7676,-4048,2308,1672,
21,-9952,-6976,7492,-4016,-1021,5331,
22,-10568,-5176,8576,-4048,652,9424,
21,-10124,-4568,10144,-4016,4896,8843,
20,-10804,-4128,9780,-4048,6720,7286,
21,-9812,-3732,10372,-4032,2045,10075,
21,-9456,-2108,12456,-4032,-1612,12285,
21,-6472,-2276,14904,-4032,7609,10755,
21,-10084,-300,15784,-4032,-5138,8138,
21,-13436,1760,11552,-4000,509,7336,
20,-14732,2388,15176,-4032,-1743,7780,
22,-12936,1616,14776,-4032,-1449,5044,
23,-9332,-316,16464,-4032,4102,1322,
21,-6940,-2504,17856,-4032,2169,-3789,
20,-10200,-3192,11144,-4048,1584,-5591,
21,-4600,-5184,17160,-4016,7013,-4975,
20,-11952,-5852,11208,-4016,-2690,-11773,
22,-17296,-4796,7652,-4016,-1852,-3000,
20,-9328,-7472,11704,-4048,1763,3646,
21,-5236,-8960,16388,-4016,-2473,-5728,
20,-8088,-8896,11024,-4048,3662,-10798,
21,-9156,-8960,11264,-4032,4377,-12164,
20,-8916,-10232,9272,-4032,2272,-10757,
22,-7260,-9980,8332,-4032,31,-4171,
23,-5636,-9940,9352,-4032,-4220,-2193,
21,-6452,-8748,7840,-4032,-3039,-3633,
20,-5864,-8256,8684,-4048,1238,-5389,
21,-6000,-7340,8048,-4032,1356,-7337,
20,-6576,-6448,4940,-4016,594,-3809,
21,-6416,-5936,5968,-4016,-1533,3061,
21,-6968,-4948,5928,-4016,-4068,7786,
21,-6948,-4904,6868,-4016,39,10457,
20,-7224,-5048,8152,-4000,452,13154,
21,-9928,-4912,8400,-4032,-3711,15283,
20,-11056,-5524,9840,-4000,-852,18578,
21,-11200,-6272,12676,-4016,-1324,18168,
21,-12924,-7076,13144,-4016,-726,15210,
24,-15492,-7924,13708,-4032,-44,12449,
21,-16592,-8968,14872,-4032,-2571,11456,
22,-15320,-9828,15668,-4032,512,8119,
20,-14624,-10752,16836,-4032,385,2423,
21,-15964,-11084,16220,-4064,-2792,-2061,
20,-16672,-11012,14464,-4064,-3894,-3180,
21,-13764,-11212,14536,-4064,-5792,-4174,
20,-10176,-10232,15108,-4016,-6909,-9095,
22,-14492,-8104,13572,-4000,-11073,-15476,
20,-17964,-5836,6924,-4000,-4692,-15777,
21,-14280,-5412,9160,-4000,-3100,-13161,
20,-10228,-5120,7736,-4016,-3021,-12048,
20,-9520,-4020,5988,-4016,-4059,-8850,
20,-10260,-3436,5732,-4016,-5498,-3825,
20,-10140,-2832,5464,-4032,-3250,271,
21,-11972,-2536,5840,-4016,-1969,2983,
20,-11960,-3084,5788,-4032,339,8253,
21,-10152,-4264,8892,-4016,3187,11275,
20,-11800,-5140,8940,-4000,-1485,13049,
21,-15056,-5752,9612,-4000,-4704,17353,
20,-15860,-5916,11332,-4048,-1832,17828,
21,-16268,-6608,14700,-4032,-1347,14212,
20,-15696,-7196,13512,-4032,2566,9847,
21,-16096,-7656,15696,-4048,-574,7010,
20,-18452,-7016,14312,-4032,-4301,4122,
32,-16496,-6824,15828,-4032,-5660,1506,
22,-14800,-6228,16180,-4032,-4706,-7313,
23,-17860,-5320,12916,-4032,-1688,-12460,
23,-15912,-5336,10828,-4032,-1257,-13132,
23,-13352,-5116,10824,-4032,-2105,-14159,
24,-11336,-4868,9172,-4000,-1717,-15309,
22,-12352,-4260,7548,-4000,-877,-16833,
23,-12692,-4176,4272,-4032,1759,-13096,
22,-11480,-4904,3628,-4032,1363,-6121,
23,-9168,-5732,4348,-4016,-191,1310,
22,-11316,-5808,5220,-4064,-3662,5900,
24,-10940,-6248,5768,-4032,906,9475,
22,-11436,-6704,8264,-4032,2083,8920,
26,-13024,-6568,9348,-4016,1348,10054,
22,-13884,-6532,9760,-4032,2182,10302,
23,-14696,-5908,11208,-4032,2470,8202,
24,-13184,-5812,13200,-4016,3360,7309,
22,-12764,-5460,13804,-4032,2482,3177,
23,-14120,-4944,12772,-4032,1092,1476,
22,-13984,-4252,13524,-4016,-1024,446,
24,-12440,-3824,13420,-4000,-330,-4390,
22,-13044,-3352,12756,-4032,1990,-9432,
23,-13060,-3164,10876,-4016,626,-9649,
22,-12500,-3620,9508,-4032,-1125,-8501,
24,-11592,-4032,8808,-4016,478,-8544,
25,-12012,-4544,7600,-4016,283,-6849,
23,-10920,-5348,7316,-4032,4273,-6635,
22,-10184,-6564,7588,-4016,1953,-4319,
24,-10600,-6984,5768,-4032,821,-604,
23,-10380,-7652,7804,-4016,-392,3575,
22,-10996,-7636,7532,-4032,-590,4832,
23,-12816,-7492,8072,-4016,-724,7243,
23,-12740,-7432,9784,-4048,-931,8401,
23,-11132,-7604,10348,-4000,491,8391,
22,-11652,-7148,11796,-4016,-1232,6150,
25,-12756,-5968,11920,-4032,-1224,5067,
22,-12992,-5364,12896,-4032,-1962,2140,
23,-13348,-4808,12980,-4016,-1018,-1851,
25,-12828,-4676,12188,-4032,366,-3412,
24,-12636,-4456,10568,-4032,-542,-4963,
23,-12100,-4464,10800,-4016,508,-6355,
22,-11560,-5024,9792,-4032,2213,-7837,
23,-12068,-5476,8080,-4048,2310,-6823,
23,-11276,-6260,7960,-4064,14,-2978,
23,-10156,-6816,8172,-4048,-258,-450,
22,-10556,-6992,8448,-4032,-399,266,
23,-11000,-6952,8276,-4016,150,1459,
22,-12312,-6748,8604,-4032,-387,3110,
24,-12860,-6464,8492,-4016,-1010,5439,
22,-11828,-6232,10208,-4032,-205,5483,
23,-11992,-5920,10816,-4016,-1271,4481,
25,-12936,-5268,10556,-4016,-422,3904,
24,-12256,-5200,10692,-4032,528,2965,
23,-13484,-4512,10148,-4016,1688,799,
22,-12596,-4668,11784,-4000,960,1107,
23,-13220,-4584,10372,-4048,-146,-394,
23,-12556,-4932,11100,-4064,1091,-270,
23,-12372,-5344,11496,-4016,-976,-729,
22,-13536,-5188,9396,-4032,-830,-1721,
23,-12876,-5676,10300,-4032,1980,-977,
23,-12196,-5928,10688,-4016,-1387,-1734,
23,-12904,-5684,9792,-4000,-685,-940,
22,-12532,-5680,10504,-4016,-119,-1713,
23,-13092,-5528,10096,-4032,-1247,-2515,
27,-12604,-5412,9476,-4000,-850,-205,
23,-10640,-5384,10084,-4016,-1390,-1029,
23,-11912,-4868,9904,-4016,-622,-3098,
25,-12340,-4436,9544,-4032,1055,-3314,
23,-11096,-4764,9644,-4016,795,-4356,
22,-11360,-4584,7804,-4016,1900,-4111,
23,-10876,-4640,7796,-3968,698,-2446,
23,-10624,-4752,8116,-4016,263,-1691,
23,-11004,-4548,7956,-4000,1194,-1045,
22,-11072,-4660,7660,-4032,1739,-50,
23,-10672,-4968,7448,-4000,274,3758,
23,-12080,-4684,6944,-4032,-638,6063,
23,-12412,-4620,9160,-4016,-851,9205,
26,-13104,-4632,9184,-4032,739,10203,
22,-13816,-4784,10408,-4032,632,10030,
24,-13372,-5124,12572,-4016,-115,9631,
22,-14664,-4928,12384,-4032,-226,7133,
23,-15428,-4864,13228,-4032,166,4780,
22,-14244,-5212,13496,-4048,1496,1555,
24,-14712,-5192,13032,-4000,516,-3461,
22,-14556,-5184,11980,-4000,742,-3641,
23,-13764,-5188,12040,-3984,-237,-7194,
22,-12528,-5140,10832,-4032,15,-8035,
24,-12628,-4712,9116,-4000,54,-9316,
22,-12152,-4412,8136,-4016,-209,-7382,
23,-11756,-4160,7936,-4000,-899,-6211,
26,-12124,-3776,6580,-4000,-991,-2537,
22,-11940,-3892,6912,-4032,-838,-455,
23,-10792,-4228,7460,-4000,370,2119,
23,-11892,-4416,7876,-4032,-1186,3605,
23,-12104,-4552,8544,-4080,-823,6636,
23,-11584,-5216,9560,-4016,418,6180,
23,-13608,-4772,10132,-4000,-22,5127,
22,-14208,-5156,11196,-4032,-1504,6840,
23,-13312,-5396,11684,-4032,-1182,5466,
23,-14300,-5272,12036,-4032,-521,1279,
23,-14480,-5288,12348,-4064,-591,-663,
22,-13776,-5480,11712,-4016,-514,-4051,
23,-13580,-5484,10728,-4016,-86,-5987,
26,-12716,-5184,9536,-4032,768,-6797,
22,-11640,-5048,9560,-4016,-239,-7491,
23,-11568,-4592,8448,-4016,-244,-6892,
22,-11440,-4200,7216,-4016,751,-5180,
23,-11204,-3964,7380,-4016,-434,-2871,
23,-12148,-3668,6352,-4048,-917,726,
23,-11712,-3964,7916,-4016,-1035,3820,
22,-11628,-4284,8628,-4016,-1160,5029,
23,-12644,-4592,8496,-4032,-219,5294,
22,-12992,-4872,9804,-4000,236,6260,
23,-12656,-5172,11124,-4000,-615,5715,
22,-13328,-5312,10724,-4032,413,3088,
23,-13764,-5372,11712,-4000,423,1566,
26,-13124,-5440,11756,-4016,583,-469,
23,-13700,-5352,10676,-4032,-274,-2618,
23,-13264,-5360,10440,-4048,400,-2355,
22,-11896,-5068,11368,-4032,-642,-3044,
23,-12648,-4684,9484,-4032,-930,-5001,
23,-12624,-4332,9348,-4016,-68,-3710,
23,-12072,-4256,9248,-4000,-830,-4025,
22,-12680,-3992,7848,-4048,-191,-3354,
23,-12436,-4236,8272,-4000,515,-1264,
24,-11360,-4852,8812,-4000,-90,318,
23,-12332,-5020,7800,-4032,-417,1234,
23,-11612,-5648,8696,-4016,810,3248,
23,-11956,-5792,9652,-4000,234,2998,
26,-13216,-5604,9172,-4032,308,4168,
22,-13056,-5640,10412,-4016,-825,4650,
23,-13560,-5080,10808,-4000,-1735,3973,
22,-12756,-5172,11476,-4000,-754,2590,
23,-13548,-4708,11244,-4016,-1194,100,
22,-13972,-4064,10924,-4000,-1065,63,
24,-12768,-4252,11840,-4016,-976,-1597,
22,-12808,-4000,10692,-4016,-1222,-3289,
23,-12584,-4068,10324,-4032,68,-3959,
22,-12140,-4204,10352,-4016,620,-5566,
24,-12496,-4296,9472,-3984,93,-5860,
22,-12360,-4672,8572,-4000,-500,-4379,
23,-12328,-5032,7664,-3984,4,-2687,
26,-11788,-5544,8144,-4000,1018,-924,
23,-12092,-5664,8200,-4032,454,-230,
23,-11928,-5828,8388,-4032,198,2224,
22,-11500,-5732,8812,-3984,22,3141,
23,-12536,-5364,9196,-4032,-712,3577,
22,-13524,-4920,9732,-4016,-2079,5701,
24,-12376,-4764,10672,-4032,-690,5457,
22,-13084,-4472,11464,-4016,-380,2456,
23,-14116,-4180,11196,-4000,-1161,2459,
22,-14188,-4108,11292,-4000,-751,1637,
24,-14312,-4056,11728,-4032,-602,-697,
23,-13684,-4156,11396,-4000,-256,-1453,
22,-13564,-4300,11216,-4016,-536,-4039,
28,-13308,-4356,10284,-4016,274,-3482,
22,-13716,-4228,9760,-4016,-1384,-3215,
23,-13228,-4132,9796,-4032,-1285,-1360,
22,-12876,-4116,10372,-4016,-2304,-701,
24,-12240,-4404,10284,-4032,166,-1041,
22,-13656,-4372,10768,-4032,-1215,-1818,
23,-14768,-4408,9604,-4016,-2193,-23,
22,-14060,-4948,10492,-4032,-2098,810,
24,-13996,-5268,11056,-4016,-2738,-394,
22,-13292,-5980,11408,-4000,-969,-541,
23,-13760,-6296,11156,-4016,-570,-3239,
23,-16324,-6060,9408,-4032,-1252,-2338,
26,-15088,-6484,11224,-4032,-2110,600,
23,-15372,-6536,11124,-4016,-2563,64,
22,-16272,-6456,10828,-4000,-1,-238,
23,-15164,-6856,12652,-4032,-177,1498,
23,-14692,-6960,12640,-4048,-2442,1070,
23,-16932,-6360,11820,-4032,-1735,-180,
22,-16416,-6052,13820,-4016,1768,-2697,
23,-14156,-6352,14168,-4016,4794,-6949,
23,-15136,-6456,12328,-4032,652,-8035,
23,-14572,-5860,12376,-4016,-234,-5127,
24,-12552,-5716,13500,-4032,-465,-6604,
22,-11016,-4964,13832,-3984,-583,-9014,
89,-6840,-3888,11096,-4016,-916,-8922,
42,-7920,-4072,8512,-4000,5998,-13313,
34,-5548,-5620,7996,-4016,2934,-8617,
34,-4368,-6608,8220,-4032,-2334,1886,
32,-6216,-6484,10512,-4032,-3652,3435,
33,-7436,-7472,9568,-4016,2682,4764,
34,-5744,-8800,12808,-4032,-706,7718,
34,-7388,-8788,13472,-4048,-3154,6005,
33,-7944,-8692,14420,-4032,-3325,-2001,
33,-7996,-8692,13680,-4016,2375,-5978,
33,-6068,-8664,12436,-4032,-2730,-9807,
34,-4948,-8048,10604,-4016,-4031,-9251,
34,-7776,-6268,7944,-4032,-4830,-9694,
34,-4580,-6408,7916,-4016,2080,-6592,
40,-5384,-6352,6672,-4048,-1934,987,
34,-5044,-6748,9452,-4048,-3782,6331,
33,-6572,-6744,10980,-4032,11,7539,
34,-8068,-7396,12040,-4016,-1781,10052,
33,-7400,-7760,15952,-4016,-5401,12748,
32,-8212,-7588,18180,-4016,-3682,7980,
34,-14004,-7320,17000,-4016,-5162,851,
33,-12128,-8028,17220,-4032,-3948,922,
34,-7816,-8860,17248,-4032,-4727,-11095,
32,-8528,-8820,14880,-4016,904,-16216,
34,-7236,-8868,11336,-4016,915,-17806,
23,-5536,-8492,10596,-4032,-187,-13469,
23,-4508,-7820,10168,-4016,-2320,-12000,
26,-5568,-6580,7892,-4000,-397,-8051,
22,-1064,-6448,11084,-4048,3230,-5305,
23,-2080,-5344,11188,-4032,1390,-8642,
24,-5240,-4080,8640,-4016,3582,-2941,
23,-1124,-5116,11472,-4000,7520,-1128,
23,-1136,-4756,12884,-4000,-373,-163,
22,-1136,-4044,11552,-4016,902,1706,
23,-1620,-3516,14260,-4032,-4061,1400,
22,-7880,-1888,11484,-4032,-9225,2415,
23,-7524,-2204,12356,-4032,-2047,7547,
23,-5356,-3272,13900,-4000,-4484,6875,
23,-8720,-3564,12828,-4000,-9193,8986,
22,-8740,-4204,15248,-4000,-9676,13313,
26,-6344,-5328,17992,-4016,-3811,3420,
22,-12912,-4972,15476,-4000,-2399,-2544,
23,-16416,-5792,12176,-4000,-3859,2600,
24,-14260,-7076,15268,-4016,-5510,6488,
22,-10956,-7912,17244,-4000,-5192,3585,
23,-12148,-8540,18272,-4032,-3348,-4875,
23,-15300,-8128,14800,-4016,-3729,-6007,
23,-11492,-8872,16624,-4064,-1637,-6250,
22,-9228,-8568,16580,-4000,-4752,-9694,
23,-9676,-7196,14748,-4016,-2487,-14373,
23,-9640,-5988,14592,-4032,-1348,-16144,
23,-7492,-5400,11772,-4032,583,-17391,
25,-6832,-4028,9796,-4000,-1825,-16594,
23,-3732,-3384,9832,-4032,-2747,-11022,
24,-2284,-2780,9088,-4000,-1177,-11946,
22,-4904,-2208,5960,-4016,-521,-8911,
23,-4048,-2632,5036,-4000,5113,-1635,
22,-2208,-4232,6936,-4032,3957,4276,
24,-3436,-5352,7744,-4016,-892,11093,
22,-5736,-6032,8588,-4000,2606,14331,
24,-7808,-7184,12520,-4048,738,16979,
23,-10572,-8176,11656,-4032,-1758,21065,
23,-13216,-8084,15252,-4016,-5164,22716,
22,-15264,-8216,16796,-4032,-2880,19366,
24,-14304,-8844,19588,-4032,1185,15586,
26,-14860,-8548,19960,-4032,-423,6751,
22,-17980,-7892,18556,-3984,-2807,4169,
23,-15388,-7180,19984,-4032,-1973,2233,
23,-13576,-6228,20852,-4000,296,-8596,
23,-15804,-5396,17220,-4000,2947,-15553,
22,-13868,-4928,15376,-4032,2568,-15097,
23,-11532,-4544,14712,-4016,1618,-18758,
23,-13476,-3384,10344,-4032,2277,-16794,
23,-7884,-4188,11160,-4032,4409,-11895,
22,-6864,-4276,9796,-4016,1279,-11757,
23,-7352,-4084,7936,-4000,1795,-5164,
23,-5100,-4472,10536,-4016,-6,-784,
26,-7620,-3668,8592,-4000,-1632,1790,
23,-7412,-3804,9416,-4016,453,7653,
22,-7244,-4052,10580,-4000,349,7143,
24,-9612,-4064,11356,-4048,662,10226,
22,-9468,-4636,13184,-4032,964,11386,
23,-9720,-4980,14468,-4000,306,9849,
22,-10104,-5408,15664,-3968,1400,7154,
24,-10408,-5828,15768,-4000,2396,3881,
22,-10356,-6164,15796,-4016,2065,827,
23,-10056,-6104,15508,-4032,916,-1294,
22,-7704,-6292,16136,-4000,1834,-4269,
24,-10408,-5596,13420,-4016,-482,-9662,
22,-7868,-5864,11748,-4032,3561,-7678,
27,-4776,-6148,12208,-4032,1950,-13026,
24,-6680,-4832,8056,-4032,1446,-11099,
22,-4840,-4888,9008,-4032,2875,-9033,
23,-4788,-4036,4872,-4016,1164,-7749,
22,-5916,-3272,6420,-4032,2165,-5218,
24,-4344,-3240,5720,-4000,2593,-69,
22,-5880,-3348,3680,-4000,1926,1887,
23,-6704,-3344,4020,-4032,5667,10363,
22,-5008,-4116,4932,-4016,5365,15522,
24,-5928,-3872,7460,-4032,2200,21289,
22,-11904,-2208,9512,-4032,-2864,25020,
23,-18884,-1268,10928,-3984,-1887,28284,
23,-19140,-2060,13460,-4032,2124,31691,
26,-14732,-3952,19308,-4048,3024,26489,
23,-13856,-4412,22000,-4000,1336,16675,
22,-19196,-3424,20528,-3984,-647,5536,
24,-18000,-3796,20344,-4016,6684,1287,
22,-17664,-3964,20016,-3968,143,-6461,
23,-15172,-3312,18360,-4000,812,-11288,
22,-17744,-1632,17048,-3984,-3497,-16892,
24,-19020,-4,11676,-4000,2037,-17525,
22,-14220,-1020,12428,-4000,4807,-16657,
23,-11324,-1632,10504,-4016,2291,-17250,
23,-12268,-1788,8096,-4032,2750,-13806,
23,-8648,-3132,9016,-4016,1829,-6653,
22,-9804,-3212,8356,-4016,-922,-7269,
26,-11248,-3748,6692,-4016,3179,-1540,
23,-9016,-4992,8696,-4016,522,4821,
22,-10024,-5160,8808,-4016,-2083,6951,
23,-11464,-4924,9972,-3984,-1287,10325,
24,-12432,-4344,12168,-4016,-892,8359,
23,-12368,-3996,13032,-4016,2672,8335,
22,-12652,-3676,14016,-4016,553,7083,
23,-13784,-3228,14396,-4016,-1976,6768,
22,-14828,-2292,15840,-4016,-1378,5546,
24,-13424,-2252,16492,-4032,-1187,2229,
22,-13008,-2296,16032,-4000,1147,-3300,
25,-12432,-2296,15004,-4000,2059,-5618,
23,-11272,-2284,15092,-4032,-477,-8432,
25,-12644,-1704,11876,-4032,-467,-9645,
23,-12060,-1800,11088,-3984,1240,-7994,
22,-9908,-2352,11000,-4016,2460,-7843,
23,-10672,-2564,9136,-4016,1317,-6777,
23,-10252,-2996,8124,-4032,1372,-2484,
