deltat,AcX,AcY,AcZ,GyX,GyY,GyZ,
24,-10436,-460,-1828,-4048,-6876,32767,
22,-32768,3720,-3252,-4016,-6146,32767,
21,-32768,544,4764,-4000,981,32767,
22,-32768,-2648,9368,-4016,794,32767,
23,-32768,-6124,14280,-4048,7275,32767,
23,-32768,-10092,23572,-4032,5474,32767,
23,-32768,-13196,32767,-4032,3701,32767,
22,-30984,-15088,32767,-4000,4025,26601,
23,-22920,-15956,32767,-4016,843,-9229,
22,-24208,-15064,32767,-4032,-4824,-32768,
25,-32768,-12220,23348,-4032,-9358,-32768,
23,-32768,-8404,13228,-4000,-8819,-32768,
22,-32768,-5404,7088,-4016,-11198,-32768,
23,-32768,-1456,-360,-4032,-10154,-32768,
25,-27164,876,-5156,-4016,-44,-32768,
24,-17080,3556,-2984,-4032,1408,-32768,
22,-6916,2548,-8236,-4016,-1842,-32768,
23,-516,3568,-9968,-4016,-3208,-26455,
22,5856,2392,-6604,-3984,106,-11060,
23,2952,3488,-9912,-4016,-4829,2810,
22,664,1844,-7076,-4016,1495,19575,
23,1920,-360,-768,-4016,-1019,32767,
23,-15652,1020,-6508,-4016,-8331,32767,
23,-26256,-1012,1708,-4016,-1091,32767,
23,-25908,-5904,7272,-4000,1645,32767,
22,-32768,-7940,11052,-4000,134,32767,
23,-32768,-9912,16224,-3984,4450,32767,
25,-32528,-12608,25196,-4032,1620,32767,
24,-28768,-12496,28260,-4000,1758,29473,
22,-22152,-12832,32352,-4000,1512,11555,
23,-19360,-12236,31112,-4016,-1820,-13816,
23,-23412,-9772,24396,-4016,-2501,-32768,
23,-25124,-7376,18100,-4016,-5146,-32768,
22,-24388,-4876,11424,-4016,-5622,-32768,
24,-20468,-2852,9552,-4016,-3300,-32768,
23,-17384,-1436,4204,-4000,-5000,-32768,
22,-13976,-160,1816,-4032,-2726,-32768,
23,-9860,592,-1136,-4016,-456,-32768,
23,-4956,-272,-4296,-4016,6316,-27723,
26,-736,-1528,-2788,-4032,3202,-14425,
24,-100,-3184,-3744,-4000,3187,-810,
23,-3232,-4788,-1060,-4000,3075,9894,
22,-9656,-6444,-1592,-4000,5509,20925,
24,-11868,-9204,1360,-4032,9259,32723,
22,-11200,-11720,7812,-3984,6563,32767,
23,-17824,-11580,9136,-4016,3254,32767,
23,-22428,-10844,11172,-4016,6660,32767,
23,-23588,-10592,17004,-4000,2964,32767,
23,-21300,-10004,19692,-3984,1393,32237,
22,-18700,-9044,23200,-4000,3653,20084,
24,-18392,-7768,23132,-4000,2345,6480,
22,-19352,-6076,21256,-4000,53,-4900,
26,-14420,-5264,20372,-4048,2839,-15722,
23,-12624,-4960,19620,-4016,3658,-30912,
23,-17384,-2236,11396,-4032,-1259,-32768,
22,-15184,-1872,7720,-4000,3742,-32768,
24,-9444,-2504,6956,-4032,-1588,-27952,
22,-5956,-2868,3756,-4048,801,-27858,
23,-7348,-2900,3168,-4032,1161,-23116,
23,-5988,-3564,120,-4000,4925,-16682,
23,-3184,-5512,400,-4016,4115,-6023,
23,-3240,-6616,1060,-4000,4194,1752,
22,-5916,-7512,2692,-4000,2401,12166,
23,-9744,-7688,4076,-4048,-463,19556,
26,-10636,-8132,7800,-4016,2369,28071,
23,-12132,-8544,10628,-4000,1530,29819,
22,-18328,-7800,12596,-4000,-2233,32053,
24,-27532,-5488,13580,-4032,-8272,32767,
22,-19136,-6284,18496,-4016,4123,28068,
23,-15004,-7812,25020,-4016,439,14867,
25,-18396,-6776,21572,-4000,-3440,1936,
22,-22484,-6216,20780,-3984,-5280,-4475,
23,-18468,-5672,20312,-4016,-3748,-14768,
23,-17728,-5592,17124,-4032,47,-29320,
23,-18124,-5016,11156,-4000,2979,-32768,
22,-12732,-5984,9740,-4016,1337,-32073,
24,-10928,-6196,4864,-4016,-538,-31950,
25,-7660,-5984,4440,-4000,632,-22853,
23,-5744,-5752,4240,-4032,-4347,-15716,
22,-5152,-5180,2916,-4016,-6348,-8787,
24,-6640,-4908,3016,-4016,-4521,-3575,
22,-4268,-5744,3116,-4000,2086,1920,
23,-4552,-6588,5216,-4032,-644,10645,
24,-5320,-7148,6664,-4032,-2666,17248,
22,-8972,-7000,9576,-4048,-1880,20532,
23,-11960,-6948,10480,-4016,2328,19760,
23,-15480,-7124,13092,-3984,2140,20108,
23,-15348,-7720,13596,-4000,2376,19642,
22,-12896,-8396,19980,-4000,3487,11815,
23,-14380,-7624,18108,-4000,1419,4322,
26,-18908,-6144,14772,-4032,-85,803,
23,-16608,-5936,15904,-4016,-1172,2247,
22,-9780,-6640,19300,-4016,870,-7678,
24,-14036,-5888,13820,-4000,-659,-15474,
23,-14200,-5524,11124,-4000,-636,-11818,
22,-12832,-5772,10212,-4032,-1727,-13572,
24,-9340,-6168,9896,-4016,162,-13700,
22,-6972,-6620,9644,-4016,7926,-20935,
23,-10920,-6052,4784,-4000,-573,-17503,
22,-7844,-6560,3520,-4064,-1981,-4965,
25,-5408,-6356,7236,-4016,-4892,394,
22,-3964,-6144,7088,-4000,-8782,4513,
27,-4636,-5512,7072,-4032,-1092,2153,
22,-7500,-4912,7476,-4016,-636,3735,
23,-7960,-5056,7872,-4016,-1345,8646,
23,-9140,-5284,9212,-4064,-866,11758,
22,-12184,-5524,10400,-4000,516,11212,
23,-13540,-6088,10492,-4016,3415,16428,
22,-12336,-7604,14044,-4016,3441,16164,
24,-13328,-7672,17476,-4032,-2522,16314,
22,-20732,-6612,14400,-4016,-4741,13809,
23,-19352,-6076,16124,-4016,5383,9799,
22,-7936,-8332,24184,-4032,2617,5043,
23,-11864,-7132,18888,-4032,-3488,-10048,
23,-20708,-4532,12008,-3984,-2351,-7658,
26,-14624,-4484,15380,-4016,-3605,-5882,
22,-12960,-4176,13704,-4000,-8940,-10956,
23,-12308,-3544,10952,-4016,-661,-13045,
22,-7232,-4724,12884,-4016,3802,-18459,
23,-8420,-4724,8640,-4000,-639,-19138,
24,-8004,-4524,6340,-4032,-2245,-11964,
24,-7036,-4420,7312,-4000,-4999,-7208,
23,-8240,-4336,6904,-4016,-10901,-2724,
22,-7108,-4956,7456,-3984,-2924,-3238,
23,-7888,-6124,7596,-4000,129,-4092,
22,-9716,-6796,6260,-4032,392,910,
23,-8712,-8432,8944,-4032,-464,5993,
23,-8460,-9352,10448,-4032,541,5655,
26,-12320,-9728,9984,-4048,2232,3638,
22,-14716,-9988,9524,-4016,1292,5201,
24,-9340,-10648,13336,-4000,1189,9407,
24,-10224,-9620,12496,-4000,-2193,1550,
22,-12980,-7776,11196,-4048,-363,3605,
24,-12516,-6468,11436,-4000,-646,4467,
22,-10256,-5640,12564,-4032,-1179,4317,
23,-11852,-4424,11920,-4048,-649,1916,
22,-10724,-3768,11388,-3984,-1316,3494,
24,-7048,-3632,13400,-4016,714,-2599,
22,-6100,-3124,12552,-4000,2235,-6306,
23,-6092,-3448,10584,-4000,835,-6753,
23,-11124,-1892,7292,-4032,-6665,-2351,
26,-7336,-2964,9016,-4016,-2094,3556,
23,-7444,-3324,10944,-4016,791,-3410,
22,-10532,-3696,6772,-4032,7708,-5043,
24,-12872,-5188,7336,-4000,6241,-1022,
22,-9720,-7548,8400,-4000,3309,4832,
23,-12672,-8360,8544,-4016,-133,8066,
23,-11476,-9076,10712,-4048,888,10971,
23,-12612,-8712,14176,-4000,-757,6529,
22,-15400,-7940,11600,-4032,-854,3113,
24,-12960,-8144,12204,-4016,3227,2866,
22,-10392,-7628,15332,-4016,-3235,2109,
23,-15836,-5328,11524,-3984,-6063,350,
25,-17620,-4016,11196,-4000,2301,492,
24,-12696,-4880,13828,-4000,1524,4096,
23,-10676,-5568,12556,-4000,-2562,4645,
22,-14072,-5268,13964,-4016,-6235,5430,
24,-15112,-5292,13664,-4016,-2050,3230,
22,-13356,-6004,14004,-4032,7142,-6400,
23,-10984,-7088,13940,-4000,2764,-3593,
24,-9276,-7640,11684,-4032,-4241,16,
23,-13432,-6220,11692,-4000,-9531,3347,
22,-10476,-6332,16084,-3984,-11616,3798,
24,-7892,-6200,13792,-4016,-2128,-6015,
22,-7632,-5840,14312,-4016,-657,-11779,
23,-11136,-5144,10860,-4000,-3467,-13382,
27,-14892,-5044,7776,-4032,-1734,-9966,
22,-7992,-7468,9924,-4032,4733,-6620,
23,-10836,-8124,9172,-3984,-2960,-6040,
22,-13740,-7928,8384,-4000,-3807,1582,
24,-14676,-8368,11308,-4000,-970,739,
22,-15864,-8848,9280,-4000,2543,877,
23,-18012,-9408,7800,-4032,825,6654,
23,-12200,-10156,14132,-4000,-146,7981,
23,-14736,-8092,13296,-4000,-4603,4925,
22,-17296,-5716,12000,-4016,-1467,2385,
23,-13240,-5904,14484,-4016,1566,3440,
23,-9744,-5536,15028,-4000,699,-2728,
23,-11364,-3628,13292,-4000,-1504,-4098,
26,-10936,-3028,12160,-3968,-1869,-4996,
23,-8948,-2492,12268,-4016,622,-7266,
23,-8708,-2408,11536,-4016,832,-10969,
22,-9140,-2704,8496,-4032,5880,-12867,
23,-8972,-3256,7920,-4000,424,-6369,
23,-6808,-4128,8788,-4016,-1407,-5175,
23,-5452,-4984,9588,-3984,-6089,-1891,
22,-4980,-5624,7876,-4016,-1471,-7919,
24,-11944,-5208,7376,-4032,-484,-7681,
22,-11936,-6060,7464,-4032,-5042,619,
23,-7868,-7296,8548,-3984,1838,-1019,
24,-3908,-9268,7352,-3984,14295,-2139,
23,-5000,-10472,10348,-4032,7583,6030,
27,-11472,-9648,8620,-4000,-2227,21023,
22,-9320,-9588,14240,-4032,-1404,25885,
23,-13820,-7876,19116,-4032,-6739,17688,
23,-16632,-7324,18284,-4016,-1694,8093,
23,-21012,-6556,17020,-4016,53,-5974,
22,-23336,-5108,9204,-4000,-36,-8266,
23,-16152,-4044,13940,-4000,-10602,1229,
23,-9464,-1992,15944,-4016,-7988,-11852,
23,-21008,2316,10092,-4016,1172,-31538,
22,-27172,5240,-2592,-4016,-119,-22384,
24,-12972,2404,2620,-4000,-2474,-6205,
23,-7128,-260,2636,-4032,-144,-3269,
25,-5880,-2948,5704,-4032,7893,8796,
23,-11152,-4968,3588,-4016,-275,9674,
22,-21004,-7052,1944,-4016,-246,25561,
23,-23556,-11448,7988,-4016,9473,27673,
23,-19428,-16276,11052,-4032,12304,32767,
23,-13680,-20776,19776,-3984,11870,31311,
22,-31492,-19348,13772,-4000,-6519,17173,
23,-30720,-19968,17380,-4000,4363,14190,
22,-24148,-22416,21540,-4048,19466,-11893,
24,-32768,-23336,13604,-4000,9788,-22403,
22,-32768,-21564,8152,-4016,1619,-14237,
23,-28600,-19412,14736,-4016,-2960,-19706,
23,-30456,-13244,8284,-4032,-6224,-21460,
25,-21872,-8588,8436,-4016,-2996,-13559,
23,-32000,-1084,1580,-4032,-10162,-11601,
23,-32768,3892,100,-4016,-15011,17967,
24,-17588,5008,14924,-4000,-16929,18992,
22,-10372,12456,16724,-4000,-633,-673,
24,-17808,17452,13332,-4032,23605,-26960,
22,-12448,20808,2500,-4000,7654,-15458,
23,-5760,21312,12164,-4032,-10008,-1711,
22,-2620,19268,16184,-4048,8872,-16466,
23,-1144,13296,9088,-4048,32767,-32768,
23,1092,10168,-3848,-4000,14985,-6326,
23,-14372,7172,4704,-4032,-12275,14211,
26,-16684,1316,10708,-4032,3224,3457,
23,-32768,-1484,7952,-4032,7992,-9929,
23,-32768,-4000,-4660,-3984,28544,16245,
23,-27180,-15316,10128,-4000,1843,32767,
33,-29608,-20660,18596,-4000,4732,26717,
23,-28668,-25456,16952,-4000,15582,18807,
22,-25704,-25088,18484,-4032,10400,14033,
24,-21916,-24888,22752,-4032,1008,3250,
22,-17932,-22712,21764,-4000,-1418,-14514,
23,-14812,-19124,18040,-4016,-6974,-17832,
23,-16760,-14428,13904,-3984,-10882,-29822,
23,-23604,-10092,9148,-4016,-11679,-26733,
26,-22428,-7580,872,-4016,-1645,-24743,
23,-14728,-6736,368,-3968,-3030,-13750,
23,-15044,-3356,956,-3984,-12746,2685,
23,-11056,-2144,2500,-4000,-5852,20982,
23,-2956,-2272,13276,-3984,2297,20089,
23,-9436,84,6784,-4016,4730,15798,
23,-18796,2568,7416,-4016,-1723,30222,
23,-22928,1980,10488,-4032,-16325,32767,
23,-21848,3288,18880,-3984,-11577,32767,
23,-13432,1576,25748,-4000,3503,24904,
24,-14284,708,25532,-4032,9674,1515,
22,-26268,1520,17188,-4032,7987,-4495,
24,-30400,3568,18096,-4000,-18147,2528,
25,-13636,-52,23128,-4016,-4824,-12931,
23,-11748,-772,26064,-4000,4752,-32768,
23,-23364,148,8876,-3984,7150,-32768,
23,-30468,1800,-1936,-4032,12353,-32768,
23,-14372,824,2952,-4048,-7875,-20687,
23,-3344,-4452,5588,-4048,-7575,-19217,
23,-12392,-3840,5716,-4016,-13629,-22607,
22,-13740,-5700,636,-4032,9981,-21017,
23,-17304,-11512,-1280,-4032,16379,-19050,
23,-17404,-19592,-8096,-4032,22048,-3216,
23,-12612,-26404,1524,-4000,18152,20035,
22,-18888,-28044,1776,-4016,6871,14768,
27,-29560,-29404,916,-4016,19758,22801,
22,-28696,-31060,2248,-3984,19201,28966,
23,-30108,-31480,11184,-4000,16614,30696,
24,-31188,-28744,12388,-4000,12143,28726,
22,-32768,-23168,15216,-4032,3152,17744,
23,-32768,-15456,4880,-4000,10156,19142,
23,-32768,-8776,15064,-3984,12029,26796,
23,-32768,-3728,19740,-4016,5231,1354,
22,-32768,5020,-3840,-4000,-4763,11540,
23,-32768,2492,15284,-4000,14723,32767,
23,-29860,11840,26560,-4000,-32768,29164,
23,-32768,16848,16140,-4048,-2049,3955,
25,-21500,20908,26984,-4016,22867,-9301,
24,-16272,23540,18908,-4016,8499,-25821,
24,-14220,25788,20496,-4016,6806,-22575,
23,-10420,20032,19584,-4032,8266,-32768,
23,-19480,14436,10972,-4000,31437,-32768,
22,-32768,8704,-7960,-4032,32767,-32768,
24,-31036,172,-6012,-4016,14618,-9685,
22,-32768,-3152,368,-3984,1207,-5263,
23,-32768,-10924,7868,-4016,11779,3196,
23,-32768,-22824,5384,-4000,11240,10890,
23,-32768,-31260,12688,-4000,16508,10920,
22,-32248,-32768,18016,-4000,23378,12916,
24,-23132,-32768,24080,-4016,13933,2026,
26,-16940,-32768,21832,-3952,-2647,-11630,
22,-13924,-32768,22304,-4016,-10723,-23333,
24,-27816,-28608,10136,-4016,-22709,-32768,
22,-32768,-19984,-3304,-4016,-30018,-23329,
23,-26800,-12616,-552,-4032,-21844,-8410,
23,-20760,-5464,340,-4000,-17970,-643,
23,-24680,-912,1224,-4016,-16432,9184,
22,-26472,1192,-400,-3984,-5920,16978,
23,-20688,612,3856,-4032,-120,32767,
23,-15148,564,9240,-4032,-3985,32767,
23,-12900,-40,14736,-4016,-1506,32767,
22,-18004,1020,14060,-4048,6783,29489,
27,-21256,628,15612,-4000,-1473,32767,
23,-19216,-16,20336,-4000,-14517,32767,
22,-14184,756,24440,-3984,-8091,20048,
23,-9568,496,28124,-4000,6214,-4721,
22,-19756,2552,18136,-4032,2609,-22986,
23,-28600,3696,11236,-4016,-2705,-19807,
23,-25984,2568,12076,-4016,-4613,-14183,
24,-13192,-2464,15136,-4032,-4532,-22331,
22,-15932,-3748,11144,-3968,4733,-32768,
23,-22868,-3204,5424,-3968,8933,-32768,
23,-22652,-5532,1012,-4016,2752,-20218,
23,-15024,-7984,5356,-3984,2500,-13186,
26,-7960,-10132,13152,-3984,8845,-12650,
22,-9284,-11868,8516,-4016,8247,-17542,
23,-10964,-13336,4464,-4016,12023,-13238,
22,-8200,-15548,9628,-4000,2804,-6899,
24,-9068,-18008,6164,-4032,4408,-7075,
22,-8988,-20108,4344,-4032,13251,-6030,
23,-692,-21108,8520,-3984,3945,6241,
22,-7288,-17496,5912,-3984,-15017,9253,
23,-25836,-11744,1208,-4032,-18411,19786,
22,-18688,-9820,7732,-4016,-5573,25649,
24,-9348,-9664,12752,-3984,5060,14240,
22,-18536,-8556,9428,-4000,1322,15578,
23,-12748,-8676,15048,-4032,4890,20695,
25,-21816,-7532,16556,-4000,958,475,
23,-32768,-4040,1180,-4016,-2352,11839,
24,-14820,-7412,21440,-4000,5119,17128,
22,-7544,-8440,19232,-4000,-2822,-2733,
23,-15884,-3996,13060,-4000,-4356,-7708,
23,-12016,-3052,12224,-4000,-343,-6892,
23,-11804,620,7088,-4016,-19543,-6681,
22,-10588,2168,8828,-4000,-9764,-8474,
24,-2872,1968,11412,-4000,-3481,-13484,
22,-972,4024,5700,-4000,-8421,-18066,
23,-15840,9928,560,-4016,-23917,-6617,
22,-19484,10752,-1256,-4000,-14247,14308,
25,-8692,3872,10708,-4000,-8939,13250,
26,-14892,828,6948,-4000,5994,-1743,
23,-19668,-2956,7240,-4016,4111,2314,
23,-21724,-6748,8492,-4000,1056,5619,
22,-32108,-8356,6456,-4000,-7441,7676,
24,-25668,-12488,13024,-4032,7389,6033,
22,-20880,-16744,16636,-4016,8084,-5007,
23,-19612,-18852,16256,-4016,6445,-13387,
23,-15824,-20316,18244,-4016,-1508,-9630,
23,-11148,-19664,15996,-4016,-13821,-11207,
22,-9228,-18008,15920,-4000,-12600,-17824,
23,-13568,-14064,10696,-4032,-12668,-28327,
23,-6576,-12396,7032,-4000,-6002,-27252,
26,-3332,-6792,116,-4000,-5509,-23727,
23,-5756,-3804,-56,-4016,-32768,2870,
23,-17844,3688,-1920,-4048,-32768,17981,
23,-14380,6548,6164,-4000,-9695,15086,
22,-8288,4264,4764,-4032,6894,9097,
23,-19540,3416,2728,-4016,-5825,12098,
23,-26728,-560,3768,-3984,-1819,27463,
25,-8816,-7872,16972,-4000,5987,21200,
22,-14412,-10756,17632,-4000,-2229,1711,
24,-24524,-11332,10036,-4016,-3155,4922,
22,-19036,-13680,17012,-3984,-8880,3486,
23,-17408,-12908,17428,-4048,-18700,-6852,
26,-24828,-10508,13804,-4000,-19243,-22199,
23,-21420,-9360,6392,-4000,-13394,-25763,
23,-10560,-8076,9420,-4032,-11097,-32253,
22,-11012,-5364,3432,-4016,-21941,-32768,
24,-16488,-640,-3968,-4032,-19346,-25409,
23,-10996,844,-3448,-4032,-6616,-17094,
24,-4112,536,-2392,-4000,-3481,-10328,
22,-3016,1820,-3656,-4000,-3605,-3134,
23,-5136,2276,-2520,-4016,-7620,9947,
22,-10900,3560,612,-4032,-7586,11879,
24,-11772,1956,740,-4000,3241,17687,
23,-5920,-1964,6868,-4000,6872,16847,
22,-10560,-3536,6904,-3984,-2678,17378,
27,-13560,-5128,7932,-3984,-534,18072,
22,-12904,-7116,13204,-3984,-4906,17049,
23,-13632,-7732,13064,-3984,-10264,12883,
22,-16296,-7524,13904,-4032,-8378,5489,
24,-20364,-6800,13944,-4000,-15905,-1350,
22,-23552,-5816,11240,-4000,-16268,-7614,
23,-23676,-6036,10744,-4000,-16158,-12449,
23,-21436,-6572,10028,-4000,-17885,-13837,
23,-27296,-5180,3760,-4000,-15155,-20894,
22,-27004,-5688,2680,-4000,-5794,-17127,
24,-18036,-8332,4832,-4016,-7554,-12832,
23,-15840,-9140,3628,-4016,-8826,-12625,
25,-12968,-9304,5200,-4016,-12169,-3876,
24,-14520,-7252,5088,-4016,-18070,-2672,
22,-18216,-4904,5228,-4000,-16761,156,
23,-14664,-4392,8436,-4000,-12324,-312,
23,-10768,-4204,10552,-4032,-10756,-5588,
23,-11840,-2924,10048,-4048,-7031,-12045,
22,-11968,-2088,9608,-4016,-8724,-13612,
24,-14072,-1000,8268,-4016,-12766,-15674,
22,-14696,-292,6640,-4016,-9900,-14691,
23,-7784,-2260,9416,-4000,-8076,-14696,
25,-10688,-2664,5052,-4000,-7933,-21404,
22,-11132,-3936,3812,-4016,-3635,-14675,
26,-9020,-5912,4216,-4000,-5852,-14596,
22,-12944,-6404,2320,-4000,-8567,-10700,
24,-14700,-7724,1844,-4000,-6838,-4013,
22,-8392,-10684,3896,-4016,-330,-125,
23,-11640,-11312,3428,-3984,-5528,828,
22,-22312,-9864,72,-4000,-9391,9142,
23,-24564,-9748,3596,-4000,-6596,17370,
22,-15872,-11112,8072,-3984,-5255,18586,
24,-10260,-11504,11532,-4016,-3780,11638,
22,-9356,-10184,13028,-4000,-4627,3768,
23,-17136,-7424,8620,-4032,-10106,-1893,
23,-22372,-4340,7184,-4016,-7568,526,
22,-16888,-4016,8968,-4000,-7813,441,
26,-10580,-4096,10384,-4016,-7463,-6316,
23,-13260,-2648,8224,-3984,-6131,-10478,
23,-15292,-1700,6112,-3984,-3759,-12554,
22,-13944,-2040,5588,-4000,-5300,-10568,
23,-12100,-2832,6068,-4000,-4515,-12001,
22,-10320,-3744,4468,-4016,-206,-11309,
23,-9420,-5164,5224,-3968,-3779,-9705,
23,-12592,-5044,1992,-4032,-3235,-7445,
23,-13084,-5984,4664,-4000,-9061,1563,
22,-12636,-6672,4280,-4016,-11388,2691,
23,-15804,-6412,5680,-4000,-10161,5455,
23,-14620,-6632,6336,-4000,-7376,3974,
25,-13008,-7132,6924,-3984,-2928,1782,
24,-12260,-6860,8212,-3984,-3810,691,
22,-15448,-5980,9804,-4000,-16439,4975,
25,-25148,-3164,6256,-3968,-17190,3402,
22,-26668,-3056,6976,-4000,-6691,2515,
23,-14872,-6176,12352,-4000,-4879,-545,
23,-13100,-7248,11616,-4000,-10206,-8422,
23,-17936,-6284,7956,-3984,-8504,-13557,
22,-15232,-6364,8376,-3984,-5415,-15318,
24,-15548,-5528,7520,-3984,-7942,-18944,
23,-13956,-4684,4164,-4000,-6867,-14117,
22,-10336,-4588,6800,-4000,-5286,-16382,
23,-11328,-3644,4092,-4016,-11799,-12651,
26,-10068,-3140,4208,-3984,-9229,-10176,
23,-11724,-2912,4376,-4016,-9834,-8393,
22,-10040,-3560,2660,-4016,-3038,-5518,
24,-11856,-4644,2860,-4000,-2354,-5354,
22,-16248,-5776,1860,-4000,-3489,657,
23,-16364,-7884,3388,-4000,-412,5812,
23,-18892,-10008,4364,-3984,857,7560,
23,-21584,-12152,4332,-4032,4155,11412,
22,-16468,-14392,7760,-4000,8392,11658,
23,-14928,-15752,10844,-3968,5991,6966,
24,-18740,-15060,8476,-4000,474,7679,
22,-20764,-13632,10100,-4032,-4211,9447,
26,-28624,-10008,7188,-3984,-5322,6765,
23,-18628,-9476,10228,-3984,2999,8967,
23,-11612,-9280,13948,-4000,3398,-4166,
22,-16544,-7596,8424,-3968,-1726,-5740,
24,-17836,-6092,6940,-4000,968,-2075,
22,-14364,-6080,8604,-4000,-6969,1155,
23,-14816,-4796,7768,-4000,-2776,-3947,
22,-16948,-3920,7316,-3968,4719,-5136,
25,-15180,-4664,7656,-4000,816,-6152,
23,-16520,-3180,6732,-4000,-1381,-5849,
23,-14788,-2744,8312,-3968,-1721,-9159,
23,-15540,-1440,7176,-4016,5035,-19379,
22,-17376,-368,3944,-4016,3578,-17051,
26,-14704,276,2000,-4000,-1046,-11878,
23,-14884,1736,3508,-4000,-4102,-8176,
23,-12984,3036,5132,-4016,-2545,-7699,
22,-10812,2756,2044,-3968,4021,-9290,
24,-10380,2792,3896,-4000,13703,-10819,
22,-11648,3680,1872,-4000,-7186,3297,
23,-16128,4740,1488,-4016,-12811,15567,
22,-12876,2696,8832,-3984,-8313,17804,
24,-13008,776,8868,-4000,5473,10166,
23,-11620,-2744,12812,-3984,-7286,18759,
22,-23884,-2128,11308,-4048,-23381,12039,
24,-30840,-2012,12316,-3984,-18849,13190,
22,-20996,-7464,18124,-4000,910,-6612,
26,-31820,-10288,10900,-4000,-8653,-21805,
22,-32768,-13872,5156,-4000,-12498,-12641,
24,-32768,-18976,4308,-4000,-3615,-14831,
22,-25952,-22844,8848,-3984,11979,-21826,
23,-19900,-27232,5176,-3984,8540,-23165,
23,-10596,-31188,7376,-3984,3144,-20066,
23,-8856,-30460,5532,-3968,-8368,-22284,
22,-14260,-27296,680,-4032,-16746,-18708,
24,-18204,-21648,-4544,-3968,-21000,-6569,
25,-21988,-14244,-1048,-4016,-20706,-2078,
22,-25936,-9432,-6848,-3984,-6132,4162,
23,-19696,-6032,-2356,-3984,2076,12996,
26,-20964,-1624,-172,-3984,-3836,19474,
23,-29704,1612,-3636,-4032,-6630,32767,
23,-31040,2588,6556,-4016,-8450,32767,
23,-30492,2748,6912,-4016,510,32767,
22,-25976,1832,13020,-3984,9526,32767,
24,-21480,996,17568,-4016,2160,32767,
23,-23128,996,19496,-3968,-8811,30661,
22,-14252,-144,24976,-4000,3591,15454,
24,-13000,-1796,23948,-3968,7702,-11126,
22,-22980,276,14152,-4000,1426,-18022,
23,-23412,884,13440,-3984,-4224,-13559,
23,-20576,1916,13584,-3984,-6842,-19422,
26,-29844,6144,11552,-3968,-7085,-29680,
22,-25412,5088,7848,-4000,1837,-31861,
23,-22920,5052,4808,-3984,-667,-32768,
22,-24968,5496,4920,-3984,-8777,-32768,
23,-18092,1732,4396,-4000,-6372,-32768,
23,-17720,-1164,288,-4032,8070,-32768,
23,-12772,-3508,192,-4000,13873,-31746,
23,-17752,-9260,-6932,-3984,10007,-26399,
22,-29380,-17088,-8508,-4032,19774,-8822,
23,-22312,-25820,-6484,-4000,32767,5537,
22,-12412,-32768,3052,-4000,32767,19833,
24,-24592,-32768,-3260,-4048,12388,21373,
22,-32768,-32768,-1632,-3968,4678,32767,
34,-31280,-27420,11916,-4000,7739,32767,
23,-32392,-21964,14184,-4000,9873,25861,
22,-32768,-15228,9412,-4000,11326,11916,
25,-32768,-10708,12368,-3952,10690,-2059,
22,-32768,-2948,7896,-4016,1473,-12943,
23,-32768,1292,8116,-4000,17850,-2880,
23,-32768,4752,7772,-4000,17463,-5207,
23,-31144,7448,8092,-4016,12208,-9330,
22,-15480,7768,1704,-4000,12635,-3792,
23,-10560,11044,13796,-4032,-17422,1254,
22,-14656,15524,8504,-4016,-18344,2888,
23,-8004,14756,13192,-4016,-2994,-3351,
27,-6732,14744,9604,-4000,-3654,-17570,
22,-9884,14192,6896,-4000,71,-16785,
23,-13660,11760,4672,-3984,3534,-22068,
23,-23296,8012,-268,-3984,14954,-23307,
23,-27544,5092,-2976,-4016,15389,-11848,
22,-27120,-4984,-2852,-3968,24645,-3390,
23,-30340,-8540,1524,-4000,8857,6975,
23,-32768,-14400,-1568,-3968,16911,17128,
23,-30212,-20184,10340,-4000,13396,23658,
22,-17804,-25480,16404,-4032,12374,18331,
24,-17516,-27608,19048,-4000,5893,8606,
22,-21080,-27728,14924,-3968,-926,1596,
26,-13740,-26412,16500,-4000,-5088,-1215,
24,-8080,-21424,15688,-3968,-12828,-9574,
22,-7360,-14764,13548,-4016,-13095,-21632,
23,-25348,-8536,4080,-4016,-424,-32768,
23,-28200,-2148,-4044,-4000,4468,-17004,
23,-12560,-2488,1644,-4000,-3651,3750,
22,-13148,-48,3652,-4000,-19439,2890,
24,-20112,1848,2648,-4016,782,815,
22,-10676,-1108,4760,-3952,22416,-7927,
24,-20564,-2304,-480,-3984,22567,-12902,
23,-17608,-4696,-4728,-3984,18702,21507,
23,-16076,-7860,5056,-3984,5598,22820,
22,-27216,-7556,1072,-3984,6616,26619,
27,-12276,-10052,9424,-3984,9290,32767,
23,-12812,-8380,11104,-4000,-7263,25369,
22,-24772,-3824,6828,-4032,-12481,32767,
24,-14496,-4504,15360,-4000,-6903,29816,
22,-11192,-2992,17180,-4016,-5409,13787,
23,-14424,-588,13764,-4016,-12854,12037,
23,-15992,1868,12572,-4000,-10229,6660,
23,-27516,6924,12472,-3968,-19678,-4597,
22,-22372,5408,12164,-4000,-2105,-11567,
23,-24100,3484,10848,-3984,7723,-26295,
23,-19868,620,5652,-4016,3547,-18235,
23,-28220,-384,8228,-3984,-19964,-27075,
26,-32768,708,-876,-4000,4640,-27130,
23,-30156,-7988,3344,-4000,12961,-22420,
